id,name_en,name_ar,description_en,description_ar,category_en,category_ar
7709,Geranyl Acetate (Natural),Geranyl Acetate (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8899,Gin - Key Accord,Gin - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9560,Ginger (CO2 Extract) **,Ginger (CO2 Extract) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6476,Ginger Fresh Madagascar **,Ginger Fresh Madagascar **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6095,Givescone®  (Givaudan),Givescone®  (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7992,Globacenide (Symrise),Globacenide (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7991,Globanone® Pure (Symrise),Globanone® Pure (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6669,Glucam P-20,Glucam P-20,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9057,Glycolierral (Givaudan)**,Glycolierral (Givaudan)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9649,Grape Butyrate **,Grape Butyrate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8366,Grapefruit (Red) - USA**,Grapefruit (Red) - USA**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6615,Grapefruit (White) FCC - USA **,Grapefruit (White) FCC - USA **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9660,Grapefruit Mercaptan **,Grapefruit Mercaptan **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6479,Grapefruit Pink **,Grapefruit Pink **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8868,Grapefruit Terpenes (Natural)**,Grapefruit Terpenes (Natural)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8335,Grass Fragrance Oil (Premium),Grass Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9598,Green A **,Green A **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6328,Green Apple Fragrance Oil**,Green Apple Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9601,Green Floral,Green Floral,Fragrance ingredient.,Fragrance ingredient.,Floral,زهري
5950,Green Leaf - Key Accord **,Green Leaf - Key Accord **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9338,Green Mandarin Oil **,Green Mandarin Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6329,Green Tea Fragrance Oil**,Green Tea Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8348,Grey Pine **,Grey Pine **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6096,Grisalva (IFF),Grisalva (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6097,Guaiacol (Natural),Guaiacol (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7310,Guaiacwood (Multi-Origin),Guaiacwood (Multi-Origin),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8491,Guaiene (Natural),Guaiene (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8734,Guaiol (Natural),Guaiol (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6098,Guaiyl Acetate,Guaiyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6330,Guava Fragrance Oil **,Guava Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8283,Guavanate (Bedoukian),Guavanate (Bedoukian),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10215,Gunsmoke - Key Accord,Gunsmoke - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8976,Gurjun Balsam,Gurjun Balsam,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9424,Habanene (Bedoukian) **,Habanene (Bedoukian) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6099,Habanolide® (Firmenich),Habanolide® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6331,Hawaiian Rain Fragrance Oil**,Hawaiian Rain Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6332,Heather Fragrance Oil**,Heather Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6334,Heavenly Musk Fragrance Oil**,Heavenly Musk Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6100,Hedione® (Firmenich),Hedione® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8473,Hedione® HC (Firmenich),Hedione® HC (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6101,Helional® (IFF) **,Helional® (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8404,Heliotropex N (IFF),Heliotropex N (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6102,Heliotropin Replacer 20% (in BB) **,Heliotropin Replacer 20% (in BB) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7667,Helvetolide® (Firmenich),Helvetolide® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8351,Hemlock**,Hemlock**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8530,Herboxane (Givaudan),Herboxane (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8148,Hercolyn D,Hercolyn D,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9422,Hexadecanolide (IFF),Hexadecanolide (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9411,Hexalon (IFF),Hexalon (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9497,Hexanoic Acid **,Hexanoic Acid **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9322,Hexenol 3-Cis (Natural) **,Hexenol 3-Cis (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6104,Hexenol-3-Cis **,Hexenol-3-Cis **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8094,Hexenyl Cis-3 Acetate (Natural) **,Hexenyl Cis-3 Acetate (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6105,Hexenyl Cis-3 Acetate FCC**,Hexenyl Cis-3 Acetate FCC**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6106,Hexenyl Cis-3 Salicylate **,Hexenyl Cis-3 Salicylate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9427,Hexenyl-cis-3-benzoate (Bedoukian) **,Hexenyl-cis-3-benzoate (Bedoukian) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6107,Hexyl Acetate **,Hexyl Acetate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9789,Hexyl Benzoate,Hexyl Benzoate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6109,Hexyl Cinnamaldehyde (Hexyl Cinnamic Aldehyde) **,Hexyl Cinnamaldehyde (Hexyl Cinnamic Aldehyde) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6110,Hexyl Salicylate **,Hexyl Salicylate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8936,Hivernal® Neo (Firmenich),Hivernal® Neo (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9316,Ho Leaf (Ravintsara) -  Madagascar **,Ho Leaf (Ravintsara) -  Madagascar **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9380,Ho Wood (Essential Oil) P&N,زيت Ho Wood () P&N العطري,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6111,Homofuronol - 20% in PG,Homofuronol - 20% in PG,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7656,Honey (Miel) Essence (IFF) **,Honey (Miel) Essence (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6337,Honey Almond Fragrance Oil,Honey Almond Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6336,Honey Fragrance Oil,Honey Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8340,Honey Fragrance Oil (Premium) **,Honey Fragrance Oil (Premium) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9334,Honey Lactone Essence (Fragrance) **,Honey Lactone Essence (Fragrance) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9318,Honeybush CO2 Extract **,Honeybush CO2 Extract **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6338,Honeydew Fragrance Oil **,Honeydew Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6339,Honeysuckle Fragrance Oil,Honeysuckle Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8493,Humulene (Natural),Humulene (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8010,Hyacinth - Key Accord,Hyacinth - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8452,Hyacinth Body No. 3 (IFF),Hyacinth Body No. 3 (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8270,Hydratropic Aldehyde Dimethyl Acetal,Hydratropic Aldehyde Dimethyl Acetal,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8754,Hydrocarboresine (Natural) (Biolandes),Hydrocarboresine (Natural) (Biolandes),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6113,Hydroxycitronellal Pure (High Laurine),Hydroxycitronellal Pure (High Laurine),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10112,Hyraceum Absolute 60% DIPG (Firmenich),خلاصة Hyraceum  60% DIPG (Firmenich) مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8017,Hyssop Oil P&N**,Hyssop Oil P&N**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8304,Immortelle**,Immortelle**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9608,Incense,Incense,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9170,Indocolore™ (Firmenich),Indocolore™ (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9286,Indolarome (IFF),Indolarome (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9331,Indole (Pure) Crystals **,Indole (Pure) Crystals **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8621,Indole @ 1% in Alcohol (Natural) **,Indole @ 1% in Alcohol (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6116,Indolene 50 (IFF),Indolene 50 (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6117,Intreleven Aldehyde (IFF),Intreleven Aldehyde (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6118,Ionone Alpha (White Coeur),Ionone Alpha (White Coeur),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6119,Ionone Beta,Ionone Beta,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9287,Iralia® (Firmenich),Iralia® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9288,Iralia® TOTAL (Firmenich),Iralia® TOTAL (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7690,Iris - Key Accord **,Iris - Key Accord **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8333,Iris Fragrance Oil (Premium)**,Iris Fragrance Oil (Premium)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9390,Irisnitrile (Symrise),Irisnitrile (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9466,Irival Oliffac 0612 (IFF) **,Irival Oliffac 0612 (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9267,Irone Alpha**,Irone Alpha**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8757,Iso Amyl Acetate **,Iso Amyl Acetate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6120,Iso E Super® (IFF) **,Iso E Super® (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6121,Iso Eugenol,Iso Eugenol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6122,Isoamyl Isovalerate FCC (single isomer),Isoamyl Isovalerate FCC (single isomer),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6124,Isoamyl Salicylate,Isoamyl Salicylate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8632,Isoborneol (Crystals)**,Isoborneol (Crystals)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6125,Isobornyl acetate,Isobornyl acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6126,Isobutavan,Isobutavan,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9617,Isobutyl Isovalerate (Natural) **,Isobutyl Isovalerate (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9569,Isobutyl Quinoline (10% in BB)**,Isobutyl Quinoline (10% in BB)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6127,Isobutyl Salicylate,Isobutyl Salicylate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9683,Isobutyric Acid **,Isobutyric Acid **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6128,Isocyclocitral,Isocyclocitral,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9294,Isoeugenyl Acetate,Isoeugenyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9374,Isolongifolanone (Givaudan)**,Isolongifolanone (Givaudan)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6175,Isomuscone® - 50% IPM,Isomuscone® - 50% IPM,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6129,Isopropyl Methyl-2-Butyrate **,Isopropyl Methyl-2-Butyrate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6654,Isopropyl Myristate (IPM),Isopropyl Myristate (IPM),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6130,Isoraldeine® 70 (Givaudan) **,Isoraldeine® 70 (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6131,Isoraldeine® 95 (Givaudan) **,Isoraldeine® 95 (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9636,Isovaleric Acid **,Isovaleric Acid **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8090,Ivy Base (Firmenich),Ivy Base (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10246,Jasmacyclene (Givaudan),Jasmacyclene (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6132,Jasmatone (Givaudan),Jasmatone (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8098,Jasmin Specialty (Firmenich) **,Jasmin Specialty (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5952,Jasmine - Key Accord **,Jasmine - Key Accord **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6343,Jasmine Fragrance Oil,Jasmine Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9273,Jasmine Grandiflorum (Absolute),خلاصة Jasmine Grandiflorum () مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9276,Jasmine Sambac (Absolute),خلاصة Jasmine Sambac () مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9367,Jasminlactone (IFF),Jasminlactone (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8449,Jasmolactone (Firmenich),Jasmolactone (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6133,Jasmone Cis,Jasmone Cis,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6134,Jasmonyl® (Givaudan),Jasmonyl® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9350,Jasmopyrane Forte (Givaudan),Jasmopyrane Forte (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6135,Javanol® (Givaudan),Javanol® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9418,Jessemal (IFF),Jessemal (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8012,"Juniper Berry Oil, Balkans P&N**","Juniper Berry Oil, Balkans P&N**",Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6488,Juniper Berry**,Juniper Berry**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6136,Karanal (Givaudan) **,Karanal (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8057,Karmawood™ (IFF),Karmawood™ (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6137,Kephalis (Givaudan),Kephalis (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9416,Kharismal® (IFF),Kharismal® (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6345,Kiwi Fragrance Oil**,Kiwi Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6138,Koavone®  (IFF) **,Koavone®  (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6139,Kohinool® (IFF) **,Kohinool® (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8310,Kunzea,Kunzea,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7994,Labdanum Absolute  (50%) **,خلاصة Labdanum   (50%) ** مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9376,Labdanum Clear Absolute P&N,خلاصة Labdanum Clear  P&N مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9337,Labdanum Resinoid 50% TEC **,Labdanum  50% TEC ** (راتنجي),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6141,Labienoxime 10% in IPM/TEC (Givaudan),Labienoxime 10% in IPM/TEC (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9298,Lactojasmone (Symrise),Lactojasmone (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6492,Laurel Leaf - Hungary **,Laurel Leaf - Hungary **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9950,Lavandin Absolute (Biolandes),خلاصة Lavandin  (Biolandes) مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9270,Lavandin Grosso (France),Lavandin Grosso (France),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9235,Lavender (Diva) - France,Lavender (Diva) - France,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7339,Lavender (France) 40/42,Lavender (France) 40/42,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9300,Lavender Absolute,خلاصة الخزامى (لافندر) مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8284,Lavender Aldehyde FCC (Bedoukian),Lavender Aldehyde FCC (Bedoukian),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7702,Lavender Fleurs (France) **,Lavender Fleurs (France) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8327,Lavender Fragrance Oil (Premium),Lavender Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6346,Lavender Fragrance Oil **,Lavender Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8013,"Lavender Maillette, France P&N","Lavender Maillette, France P&N",Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5955,Leather - Key Accord,Leather - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6347,Leather Fragrance Oil,Leather Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6505,Lemon - California**,Lemon - California**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9220,Lemon - Cold Pressed (Argentina)**,Lemon - Cold Pressed (Argentina)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9219,Lemon - Sfumatrice (Italy)**,Lemon - Sfumatrice (Italy)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9336,Lemon Candy Essence (Fragrance) **,Lemon Candy Essence (Fragrance) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9050,Lemon Terpenes (Natural)**,Lemon Terpenes (Natural)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8325,Lemon Verbena Fragrance Oil (Premium) **,Lemon Verbena Fragrance Oil (Premium) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6348,Lemon Verbena Fragrance Oil**,Lemon Verbena Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8019,Lemongrass Oil P&N**,Lemongrass Oil P&N**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6143,Lemonile® (Givaudan),Lemonile® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6144,Levistamel 25% in TEC (Givaudan),Levistamel 25% in TEC (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9326,Liatrix Absolute (Substitute) Natural**,خلاصة Liatrix  (Substitute) Natural** مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9272,Liffarome (IFF),Liffarome (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6349,Light Vanilla Fragrance Oil**,Light Vanilla Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8341,Lilac Fragrance Oil (Premium),Lilac Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6350,Lilac Fragrance Oil**,Lilac Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9358,Lilas Mauve (Synarome),Lilas Mauve (Synarome),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6145,Lilial a.k.a Lilestralis **,Lilial a.k.a Lilestralis **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10280,Lilial Replacer,Lilial Replacer,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6351,Lily of the Valley Fragrance Oil **,Lily of the Valley Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9745,Lilybelle® (Symrise),Lilybelle® (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9297,Lilyflore® (Firmenich),Lilyflore® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9293,Lilytol,Lilytol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6512,Lime (Mexico) Distilled**,Lime (Mexico) Distilled**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6146,Lime Oxide (Givaudan) **,Lime Oxide (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9051,Lime Terpenes (Natural)**,Lime Terpenes (Natural)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6147,Limetol (Givaudan) **,Limetol (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7293,Limonene D (Natural) **,Limonene D (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6148,Linalool,Linalool,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6699,Linalool (Natural),Linalool (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6149,Linalool Oxide,Linalool Oxide,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6150,Linalyl Acetate,Linalyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7710,Linalyl Acetate (Natural),Linalyl Acetate (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5956,Lindenblossom Givco 151/7,Lindenblossom Givco 151/7,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8137,Lisylang (Natural),Lisylang (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6515,Litsea (May Chang) - China **,Litsea (May Chang) - China **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6352,Lotus Fragrance Oil,Lotus Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6151,Lyral - Leerall,Lyral - Leerall,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8418,Madeleine - Key Accord **,Madeleine - Key Accord **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10247,Madranol (Symrise),Madranol (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6152,Magnolan,Magnolan,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7096,Magnolia Flower (China),Magnolia Flower (China),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9399,Magnolia Heart (Natural),Magnolia Heart (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9182,Magnolys® E (Firmenich),Magnolys® E (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9450,Mahagonate® (Symrise),Mahagonate® (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9428,Mahogany & Teak Fragrance Oil **,Mahogany & Teak Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6153,Majantol (Symrise),Majantol (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6154,Maltol (Crystals),Maltol (Crystals),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9324,Mandarin (Yellow) **,Mandarin (Yellow) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7617,Mandarin Fragrance Oil **,Mandarin Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9234,Mandarin Red - EO (Italy) **,Mandarin Red - EO (Italy) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9792,Mandarinal 32048 SAEK (Firmenich) **,Mandarinal 32048 SAEK (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6155,Mandarine Aldehyde 10% (Firmenich) **,Mandarine Aldehyde 10% (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6353,Mango Fragrance Oil **,Mango Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
10240,Mango Natural **,Mango Natural **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6156,Manzanate **,Manzanate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5957,Marine & Ozone - Key Accord **,Marine & Ozone - Key Accord **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8286,Maritima (IFF),Maritima (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6520,Marjoram Wild Spain **,Marjoram Wild Spain **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9545,Massoia Lactone (Natural),Massoia Lactone (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8454,Mate (Absolute)**,خلاصة Mate ()** مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6827,Matsutake Alcohol (1-octen-3-ol) 1% in PG,Matsutake Alcohol (1-octen-3-ol) 1% in PG,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8096,Mayol® (Firmenich),Mayol® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8496,MCT,MCT,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9408,Melafleur (IFF) **,Melafleur (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7662,Melon Aldehyde (Natural),Melon Aldehyde (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6356,Melon Fragrance Oil,Melon Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
